id,icao_code,iata_code,name,type,city_id,country_id,continent_id,website_url,created_at,updated_at,latitude_deg,longitude_deg,elevation_ft,wikipedia_link
5802,SDOU,OUS,Jornalista Benedito Pimentel Airport,small_airport,31067,24,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-22.966598,-49.912049,1516,https://en.wikipedia.org/wiki/Ourinhos_Airport
5803,FTTS,OUT,Bousso Airport,small_airport,6576,34,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,10.483,16.716999,1099,https://en.wikipedia.org/wiki/Bousso_Airport
5804,GQPZ,OUZ,Tazadit Airport,small_airport,50574,111,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,22.757345,-12.482228,1119,https://en.wikipedia.org/wiki/Tazadit_Airport
5805,FMSL,OVA,Bekily Airport,small_airport,4942,104,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-24.23569475,45.30452728,1270,
5806,UNNT,OVB,Novosibirsk Tolmachevo Airport,large_airport,30033,145,3,http://eng.tolmachevo.ru/,2024-06-27 0:00:00,2024-06-27 0:00:00,55.019756,82.618675,365,https://en.wikipedia.org/wiki/Tolmachevo_Airport
5807,LEAS,OVD,Asturias Airport,medium_airport,50575,165,3,https://www.aena.es/en/asturias.html,2024-06-27 0:00:00,2024-06-27 0:00:00,43.563599,-6.03462,416,https://en.wikipedia.org/wiki/Asturias_Airport
5808,KOVE,OVE,Oroville Municipal Airport,small_airport,30772,188,4,http://www.cityoforoville.org/index.aspx?page=210,2024-06-27 0:00:00,2024-06-27 0:00:00,39.4878006,-121.6220016,192,https://en.wikipedia.org/wiki/Oroville_Municipal_Airport
5809,FAOB,OVG,Overberg Airport,small_airport,50576,163,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-34.563474,20.252438,52,https://en.wikipedia.org/wiki/AFB_Overberg
5810,SCOV,OVL,El Tuqui Airport,small_airport,31085,35,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-30.5592,-71.175598,1100,https://en.wikipedia.org/wiki/El_Tuqui_Airport
5811,SAZF,OVR,Olavarria Airport,small_airport,30472,7,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-36.889999,-60.216599,551,https://en.wikipedia.org/wiki/Olavarr%C3%ADa_Airport
5812,USHS,OVS,Sovetskiy Airport,medium_airport,40510,145,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,61.32662201,63.60191345,351,https://en.wikipedia.org/wiki/Sovetsky_Tyumenskaya
5813,KOWA,OWA,Owatonna Degner Regional Airport,small_airport,31105,188,4,http://ci.owatonna.mn.us/airport,2024-06-27 0:00:00,2024-06-27 0:00:00,44.123402,-93.260597,1145,https://en.wikipedia.org/wiki/Owatonna_Degner_Regional_Airport
5814,KOWB,OWB,Owensboro Daviess County Airport,medium_airport,31109,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,37.74010086,-87.16680145,407,https://en.wikipedia.org/wiki/Owensboro-Daviess_County_Regional_Airport
5815,KOWD,OWD,Norwood Memorial Airport,medium_airport,29885,188,4,http://www.ci.norwood.ma.us/Airport/Default.htm,2024-06-27 0:00:00,2024-06-27 0:00:00,42.19049835,-71.17289734,49,https://en.wikipedia.org/wiki/Norwood_Memorial_Airport
5816,KOWK,OWK,Central Maine/Norridgewock Airport,small_airport,50577,188,4,http://www.townofnorridgewock.com/airport.html,2024-06-27 0:00:00,2024-06-27 0:00:00,44.7155,-69.866501,270,https://en.wikipedia.org/wiki/Central_Maine_Airport_of_Norridgewock
5817,GGOV,OXB,Osvaldo Vieira International Airport,medium_airport,5930,70,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,11.89480019,-15.65369987,129,https://en.wikipedia.org/wiki/Osvaldo_Vieira_International_Airport
5818,KOXC,OXC,Waterbury Oxford Airport,small_airport,31118,188,4,http://www.ctairports.org/GeneralAviationAirports/WaterburyOxford/AbouttheAirport.aspx,2024-06-27 0:00:00,2024-06-27 0:00:00,41.47859955,-73.1352005,726,https://en.wikipedia.org/wiki/Waterbury%E2%80%93Oxford_Airport
5819,KOXD,OXD,Miami University Airport,small_airport,31118,188,4,http://www.units.miamioh.edu/businessservices/Airport,2024-06-27 0:00:00,2024-06-27 0:00:00,39.50230026,-84.78440094,1041,https://en.wikipedia.org/wiki/Miami_University_Airport
5820,EGTK,OXF,Oxford (Kidlington) Airport,medium_airport,20978,187,3,http://www.oxfordairport.co.uk/,2024-06-27 0:00:00,2024-06-27 0:00:00,51.8368988,-1.320000052,270,https://en.wikipedia.org/wiki/Oxford_Airport
5821,OXO,OXO,Orientos Airport,small_airport,50578,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-28.0598,141.5361,375,
5822,KOXR,OXR,Oxnard Airport,medium_airport,31125,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,34.20080185,-119.2070007,45,https://en.wikipedia.org/wiki/Oxnard_Airport
5824,SATG,OYA,Goya Airport,medium_airport,15433,7,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-29.1058,-59.2189,128,https://en.wikipedia.org/wiki/Goya_Airport
5825,GF-0004,OYC,Camopi Airport,small_airport,50579,210,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,3.172847,-52.336142,220,https://en.wikipedia.org/wiki/Camopi_Airport
5826,FOGO,OYE,Oyem Airport,medium_airport,31133,61,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,1.543110013,11.58139992,2158,https://en.wikipedia.org/wiki/Oyem_Airport
5827,UG-OYG,OYG,Moyo Airport,small_airport,28004,184,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,3.64440012,31.76276207,3250,https://en.wikipedia.org/wiki/Moyo_Airport
5828,SBOI,OYK,Oiapoque Airport,medium_airport,30411,24,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,3.85412,-51.797056,53,https://pt.wikipedia.org/wiki/Aeroporto_de_Oiapoque
5829,HKMY,OYL,Moyale Airport,small_airport,50580,88,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,3.46972,39.101398,2790,https://en.wikipedia.org/wiki/Moyale_Airport
5830,YOUY,OYN,Ouyen Airport,small_airport,31082,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-35.088819,142.354778,,
5831,SAZH,OYO,Tres Arroyos Airport,medium_airport,43407,7,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-38.3869,-60.3297,400,https://en.wikipedia.org/wiki/Tres_Arroyos_Airport
5832,SOOG,OYP,Saint-Georges-de-l'Oyapock Airport,medium_airport,50581,210,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,3.8976,-51.8041,46,https://en.wikipedia.org/wiki/Saint-Georges-de-l%27Oyapock_Airport
5833,KOZA,OZA,Ozona Municipal Airport,small_airport,50582,188,4,http://www.ozona.com/articles/view/ozona-municipal-airport-52b1db2c-3ff8-4122-8b3f-1a349bf0d2c8,2024-06-27 0:00:00,2024-06-27 0:00:00,30.73530006,-101.2030029,2381,
5834,RPMO,OZC,Labo Airport,medium_airport,50583,140,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,8.17851,123.842003,75,https://en.wikipedia.org/wiki/Labo_Airport
5835,OZG,OZG,Zagora Airport,medium_airport,47355,119,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,30.263858,-5.853341,2414,https://en.wikipedia.org/wiki/Zagora_Airport
5836,UKDE,OZH,Zaporizhzhia International Airport,medium_airport,50584,185,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,47.86700058,35.31570053,373,https://en.wikipedia.org/wiki/Zaporizhia_International_Airport
5837,LEMO,OZP,Moron Air Base,medium_airport,50585,165,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,37.17490005,-5.615940094,285,https://en.wikipedia.org/wiki/Mor%C3%B3n_Air_Base
5838,KOZR,OZR,Cairns AAF (Fort Rucker) Air Field,medium_airport,50586,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,31.27569962,-85.71340179,301,https://en.wikipedia.org/wiki/Cairns_Army_Airfield
5839,GMMZ,OZZ,Ouarzazate Airport,medium_airport,50587,119,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,30.93910027,-6.909430027,3782,https://en.wikipedia.org/wiki/Ouarzazate_Airport
5840,VYPA,PAA,Hpa-N Airport,small_airport,50588,121,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,16.8937,97.674599,150,https://en.wikipedia.org/wiki/Hpa-An_Airport
5841,VABI,PAB,Bilaspur Airport,medium_airport,5729,76,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,21.9884,82.111,899,https://en.wikipedia.org/wiki/Bilaspur_Airport
5842,MPMG,PAC,Marcos A. Gelabert International Airport,medium_airport,50589,136,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,8.97334,-79.555603,31,https://en.wikipedia.org/wiki/Albrook_%22Marcos_A._Gelabert%22_International_Airport
5843,EDLP,PAD,Paderborn Lippstadt Airport,medium_airport,50590,64,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,51.614101,8.61632,699,https://en.wikipedia.org/wiki/Paderborn_Lippstadt_Airport
5844,KPAE,PAE,Seattle Paine Field International Airport,medium_airport,13343,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,47.9063,-122.281998,606,https://en.wikipedia.org/wiki/Paine_Field
5845,HUKF,PAF,Kabalega Falls Airport,small_airport,50591,184,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,2.326563,31.497698,2365,https://en.wikipedia.org/wiki/Pakuba_Airfield
5846,RPMP,PAG,Pagadian Airport,medium_airport,31250,140,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,7.825632,123.459635,5,https://en.wikipedia.org/wiki/Pagadian_Airport
5847,KPAH,PAH,Barkley Regional Airport,medium_airport,31243,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,37.06079865,-88.77380371,410,https://en.wikipedia.org/wiki/Barkley_Regional_Airport
5848,OPPC,PAJ,Parachinar Airport,small_airport,31706,133,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,33.90209961,70.07160187,5800,https://en.wikipedia.org/wiki/Parachinar_Airport
5849,PHPA,PAK,Port Allen Airport,small_airport,50592,188,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,21.8969,-159.602997,24,https://en.wikipedia.org/wiki/Port_Allen_Airport
5850,SKPQ,PAL,German Olano Air Base,medium_airport,22465,37,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,5.48361,-74.6574,566,https://en.wikipedia.org/wiki/Captain_Germ%C3%A1n_Olano_Moreno_Air_Base
5851,KPAM,PAM,Tyndall Air Force Base,medium_airport,31557,188,4,http://www.tyndall.af.mil/,2024-06-27 0:00:00,2024-06-27 0:00:00,30.069599,-85.575401,17,https://en.wikipedia.org/wiki/Tyndall_Air_Force_Base
5853,KPAO,PAO,Palo Alto Airport of Santa Clara County,small_airport,31502,188,4,http://www.countyairports.org/pao.html,2024-06-27 0:00:00,2024-06-27 0:00:00,37.46110153,-122.1149979,4,https://en.wikipedia.org/wiki/Palo_Alto_Airport_of_Santa_Clara_County
5854,MTPP,PAP,Toussaint Louverture International Airport,large_airport,33419,72,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,18.58,-72.292503,122,https://en.wikipedia.org/wiki/Toussaint_Louverture_International_Airport
5855,PAAQ,PAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",medium_airport,31481,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,61.594898,-149.08901,242,https://en.wikipedia.org/wiki/Palmer_Municipal_Airport
5856,LGPA,PAS,Paros National Airport,small_airport,50593,66,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,37.020495,25.113195,131,https://en.wikipedia.org/wiki/New_Paros_Airport
5857,VEPT,PAT,Jay Prakash Narayan Airport,medium_airport,32005,76,1,http://airportsindia.org.in/allAirports/patna_techinfo.jsp,2024-06-27 0:00:00,2024-06-27 0:00:00,25.591299,85.087997,170,https://en.wikipedia.org/wiki/Jay_Prakash_Narayan_Airport
5858,VYPK,PAU,Pauk Airport,small_airport,50594,121,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,21.4492,94.4869,249,https://en.wikipedia.org/wiki/Pauk_Airport
5859,SBUF,PAV,Paulo Afonso Airport,medium_airport,32063,24,5,https://www4.infraero.gov.br/aeroportos/aeroporto-de-paulo-afonso/,2024-06-27 0:00:00,2024-06-27 0:00:00,-9.40088,-38.250599,883,https://en.wikipedia.org/wiki/Paulo_Afonso_Airport
5860,MTPX,PAX,Port-de-Paix Airport,medium_airport,33423,72,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,19.934045,-72.84801,9,https://en.wikipedia.org/wiki/Port-de-Paix_Airport
5861,WBKP,PAY,Pamol Airport,small_airport,50595,106,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,5.996571,117.404795,36,
5862,MMPA,PAZ,El Tajín National Airport,medium_airport,50596,113,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,20.60269928,-97.46080017,497,https://en.wikipedia.org/wiki/El_Taj%C3%ADn_National_Airport
5863,SSPN,PBB,Paranaíba Airport,small_airport,50597,24,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-19.65119934,-51.19940186,1446,
5864,MMPB,PBC,Aeropuerto Internacional Hermanos Serdán,medium_airport,33791,113,4,http://www.aeropuertopuebla.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,19.158465,-98.371582,7361,https://en.wikipedia.org/wiki/Hermanos_Serd%C3%A1n_International_Airport
5865,VAPR,PBD,Porbandar Airport,medium_airport,33338,76,1,http://www.airportsindia.org.in/allAirports/porbander.jsp,2024-06-27 0:00:00,2024-06-27 0:00:00,21.649524,69.656405,23,https://en.wikipedia.org/wiki/Porbandar_Airport
5866,SKPR,PBE,Puerto Berrio Airport,small_airport,33819,37,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,6.46034,-74.4105,445,https://en.wikipedia.org/wiki/Morela_Airport
5867,KPBF,PBF,"Pine Bluff Regional Airport, Grider Field",medium_airport,32758,188,4,http://www.pbaviation.com,2024-06-27 0:00:00,2024-06-27 0:00:00,34.174121,-91.935643,206,https://en.wikipedia.org/wiki/Grider_Field
5868,KPBG,PBG,Plattsburgh International Airport,medium_airport,33020,188,4,http://www.plattsburghinternationalairport.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,44.65090179,-73.4681015,234,https://en.wikipedia.org/wiki/Plattsburgh_International_Airport
5869,VQPR,PBH,Paro International Airport,medium_airport,31862,20,1,https://www.paroairport.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,27.4032,89.424599,7364,https://en.wikipedia.org/wiki/Paro_Airport
5870,KPBI,PBI,Palm Beach International Airport,large_airport,46095,188,4,https://www.pbia.org/,2024-06-27 0:00:00,2024-06-27 0:00:00,26.683201,-80.095596,19,https://en.wikipedia.org/wiki/Palm_Beach_International_Airport
5871,NVSI,PBJ,Tavie Airport,small_airport,50598,191,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-16.43899918,168.2570038,160,https://en.wikipedia.org/wiki/Paama_Airport
5995,VTPB,PHY,Phetchabun Airport,medium_airport,32550,175,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,16.6760006,101.1949997,450,https://en.wikipedia.org/wiki/Phetchabun_Airport
5873,SMJP,PBM,Johan Adolf Pengel International Airport,large_airport,50599,168,5,http://www.japi-airport.com,2024-06-27 0:00:00,2024-06-27 0:00:00,5.45283,-55.187801,59,https://en.wikipedia.org/wiki/Johan_Adolf_Pengel_International_Airport
5874,FNPA,PBN,Porto Amboim Airport,medium_airport,50600,5,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-10.722,13.7655,16,https://en.wikipedia.org/wiki/Porto_Amboim_Airport
5875,YPBO,PBO,Paraburdoo Airport,medium_airport,50601,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-23.17110062,117.7450027,1406,https://en.wikipedia.org/wiki/Paraburdoo_Airport
5876,MRIA,PBP,Islita Airport,small_airport,28693,41,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,9.85611,-85.370796,7,https://en.wikipedia.org/wiki/Punta_Islita_Airport
5877,SWPM,PBQ,Pimenta Bueno Airport,small_airport,32730,24,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-11.6416,-61.1791,682,https://pt.wikipedia.org/wiki/Aeroporto_de_Pimenta_Bueno
5878,MGPB,PBR,Puerto Barrios Airport,medium_airport,33818,68,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,15.7309,-88.583801,33,https://en.wikipedia.org/wiki/Puerto_Barrios_Airport
5879,PY-PBT,PBT,Aeródromo de Puerto Leda,small_airport,50602,138,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-20.9046,-57.927101,260,
5880,VYPT,PBU,Putao Airport,medium_airport,34024,121,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,27.32990074,97.42630005,1500,https://en.wikipedia.org/wiki/Putao_Airport
5881,SWPQ,PBX,Fazenda Piraguassu Airport,small_airport,33448,24,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-10.85935,-51.688152,643,
5882,FAPG,PBZ,Plettenberg Bay Airport,medium_airport,33046,163,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-34.08816,23.328723,465,https://en.wikipedia.org/wiki/Plettenberg_Bay_Aerodrome
5883,PAOC,PCA,Portage Creek Airport,small_airport,50603,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,58.9065,-157.714,137,https://en.wikipedia.org/wiki/Portage_Creek_Airport
5884,WIHP,PCB,Pondok Cabe Air Base,small_airport,18730,77,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,-6.336959839,106.7649994,200,https://en.wikipedia.org/wiki/Pondok_Cabe_Airport
5885,SK-045,PCC,Puerto Rico Airport,small_airport,33872,37,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,1.916667,-75.166667,980,https://es.wikipedia.org/wiki/Aeropuerto_de_Puerto_Rico
5886,KPDC,PCD,Prairie Du Chien Municipal Airport,small_airport,50604,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,43.01929855,-91.123703,661,https://en.wikipedia.org/wiki/Prairie_du_Chien_Municipal_Airport
5887,FAPS,PCF,Potchefstroom Airport,medium_airport,33512,163,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-26.67099953,27.08189964,4520,
5888,GT-0004,PCG,Paso Caballos Airport,small_airport,50605,68,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,17.26390076,-90.25630188,213,
5889,MHPC,PCH,Palacios Airport,small_airport,50606,73,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,15.955,-84.941391,18,https://en.wikipedia.org/wiki/Palacios_Airport
5890,PY-PCJ,PCJ,Aeródromo de Puerto La Victoria,small_airport,50607,138,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-22.289298,-57.860484,286,https://en.wikipedia.org/wiki/La_Victoria_Airport
5891,SPCL,PCL,Cap FAP David Abenzur Rengifo International Airport,medium_airport,33763,139,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-8.377940178,-74.57430267,513,https://en.wikipedia.org/wiki/Captain_Rolden_International_Airport
5892,MX-PCM,PCM,Aeropuerto Nacional de Playa del Carmen,small_airport,50608,113,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,20.622499,-87.082199,20,https://es.wikipedia.org/wiki/Aeropuerto_Nacional_de_Playa_del_Carmen
5893,NZPN,PCN,Picton Aerodrome,small_airport,50609,126,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-41.34609985,173.9559937,161,https://en.wikipedia.org/wiki/Picton_Aerodrome
5894,MMPL,PCO,Punta Colorada Airport,small_airport,50610,113,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,23.575011,-109.535826,55,https://en.wikipedia.org/wiki/Punta_Colorada_Airstrip
5895,FPPR,PCP,Principe Airport,medium_airport,50611,152,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,1.66294,7.41174,591,https://en.wikipedia.org/wiki/Pr%C3%ADncipe_Airport
5896,PCQ,PCQ,Boun Neau Airport,small_airport,50612,95,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,21.6475,101.9,3050,https://fr.wikipedia.org/wiki/A%C3%A9roport_de_Boun_Neua
5897,SKPC,PCR,German Olano Airport,medium_airport,49037,37,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,6.18472,-67.4932,177,https://en.wikipedia.org/wiki/Germ%C3%A1n_Olano_Airport
5898,SNPC,PCS,Picos Airport,small_airport,32640,24,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-7.061385,-41.525871,1099,https://en.wikipedia.org/wiki/Picos_Airport
5899,K39N,PCT,Princeton Airport,small_airport,50614,188,4,http://www.princetonairport.com/recent-history/,2024-06-27 0:00:00,2024-06-27 0:00:00,40.39920044,-74.6588974,128,https://en.wikipedia.org/wiki/Princeton_Airport_(New_Jersey)
5900,KM13,PCU,Poplarville Pearl River County Airport,small_airport,50615,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,30.7859993,-89.50450134,320,
5901,MX-PCV,PCV,Punta Chivato Airport,small_airport,47969,113,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,27.069201,-111.961998,49,https://en.wikipedia.org/wiki/Punta_Chivato_Airstrip
5902,SKPD,PDA,Obando Cesar Gaviria Trujillo Airport,medium_airport,50617,37,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,3.85353,-67.9062,460,https://en.wikipedia.org/wiki/Obando_Airport
5903,4K0,PDB,Pedro Bay Airport,small_airport,50618,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,59.796925,-154.129994,45,https://en.wikipedia.org/wiki/Pedro_Bay_Airport
5904,NWWQ,PDC,Mueo Airport,small_airport,50619,208,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-21.316456,164.999399,,
5905,FQPO,PDD,Ponta do Ouro Airport,small_airport,50620,120,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-26.826913,32.838444,92,https://en.wikipedia.org/wiki/Ponta_do_Ouro_Airport
5907,SNRD,PDF,Prado Airport,small_airport,33587,24,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-17.296976,-39.271131,89,
5908,WIPT,PDG,Minangkabau International Airport,medium_airport,50621,77,1,http://minangkabau-airport.co.id/en/general/about-us,2024-06-27 0:00:00,2024-06-27 0:00:00,-0.786917,100.280998,18,https://en.wikipedia.org/wiki/Minangkabau_International_Airport
5909,PDI,PDI,Pindiu Airport,small_airport,50622,137,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-6.445138889,147.5158333,2995,
5910,KPDK,PDK,DeKalb Peachtree Airport,medium_airport,2977,188,4,http://web.co.dekalb.ga.us/pdkairport/index.asp,2024-06-27 0:00:00,2024-06-27 0:00:00,33.87633,-84.30213,1003,https://en.wikipedia.org/wiki/DeKalb-Peachtree_Airport
5911,LPPD,PDL,João Paulo II Airport,large_airport,33273,142,3,http://www.ana.pt/en-US/Aeroportos/acores/PontaDelgada/Pages/Homepage-PontaDelgada.aspx,2024-06-27 0:00:00,2024-06-27 0:00:00,37.74119949,-25.69790077,259,https://en.wikipedia.org/wiki/Jo%C3%A3o_Paulo_II_Airport
5912,MPPD,PDM,Capt. J. Montenegro Airport,small_airport,50623,136,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,7.534801,-80.043347,148,https://es.wikipedia.org/wiki/Aeropuerto_Capit%C3%A1n_Justiniano_Montenegro
5913,YPDA,PDN,Parndana Airport,small_airport,50624,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-35.807,137.264,545,
5914,WIPQ,PDO,Pendopo Airport,medium_airport,50625,77,1,,2024-06-27 0:00:00,2024-06-27 0:00:00,-3.286070108,103.8799973,184,
5915,SULS,PDP,Capitan Corbeta CA Curbelo International Airport,medium_airport,33967,189,5,http://www.puntadeleste.aero/,2024-06-27 0:00:00,2024-06-27 0:00:00,-34.855099,-55.094299,95,https://en.wikipedia.org/wiki/Capitan_Corbeta_CA_Curbelo_International_Airport
5916,PDR,PDR,Presidente José Sarney Airport,small_airport,33637,24,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-5.3098,-44.481,400,
5917,MMPG,PDS,Piedras Negras International Airport,medium_airport,32656,113,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,28.627873,-100.53524,901,https://en.wikipedia.org/wiki/Piedras_Negras_International_Airport
5918,KPDT,PDT,Eastern Oregon Regional Airport at Pendleton,medium_airport,32261,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,45.695099,-118.841003,1497,https://en.wikipedia.org/wiki/Eastern_Oregon_Regional_Airport
5919,SUPU,PDU,Tydeo Larre Borges Airport,small_airport,50626,189,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-32.3633,-58.061901,138,https://en.wikipedia.org/wiki/Paysand%C3%BA_Airport
5920,LBPD,PDV,Plovdiv International Airport,medium_airport,33063,26,3,http://www.plovdivairport.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,42.067799,24.8508,597,https://en.wikipedia.org/wiki/Plovdiv_International_Airport
5921,KPDX,PDX,Portland International Airport,large_airport,33436,188,4,https://www.flypdx.com/,2024-06-27 0:00:00,2024-06-27 0:00:00,45.588699,-122.598,31,https://en.wikipedia.org/wiki/Portland_International_Airport
5923,YPSH,PEA,Penneshaw Airport,small_airport,50627,9,6,,2024-06-27 0:00:00,2024-06-27 0:00:00,-35.75584629,137.9628754,,
5924,PEB,PEB,Pebane Airport,small_airport,32124,120,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-17.27276,38.18073,,
5925,PEC,PEC,Pelican Seaplane Base,seaplane_base,50628,188,4,,2024-06-27 0:00:00,2024-06-27 0:00:00,57.9552,-136.235992,,https://en.wikipedia.org/wiki/Pelican_Seaplane_Base
5926,LKPD,PED,Pardubice Airport,medium_airport,31796,45,3,http://www.airport-pardubice.cz/?lang=en,2024-06-27 0:00:00,2024-06-27 0:00:00,50.01340103,15.73859978,741,https://en.wikipedia.org/wiki/Pardubice_Airport
5927,USPP,PEE,Perm International Airport,medium_airport,32376,145,3,http://www.aviaperm.ru/,2024-06-27 0:00:00,2024-06-27 0:00:00,57.914501,56.021198,404,https://en.wikipedia.org/wiki/Perm_International_Airport
5928,EDCP,PEF,Peenemünde Airport,small_airport,50629,64,3,,2024-06-27 0:00:00,2024-06-27 0:00:00,54.15777969,13.77444363,7,https://en.wikipedia.org/wiki/Peenem%C3%BCnde_Airfield
5929,LIRZ,PEG,Perugia San Francesco d'Assisi – Umbria International Airport,medium_airport,32403,82,3,http://www.airport.umbria.it/,2024-06-27 0:00:00,2024-06-27 0:00:00,43.095901,12.5132,697,https://en.wikipedia.org/wiki/San_Egidio_Airport
5930,SAZP,PEH,Comodoro Pedro Zanni Airport,medium_airport,50630,7,5,,2024-06-27 0:00:00,2024-06-27 0:00:00,-35.8446,-61.8576,278,https://en.wikipedia.org/wiki/Comodoro_P._Zanni_Airport
5931,SKPE,PEI,Matecaña International Airport,medium_airport,32329,37,5,http://aeromate.gov.co,2024-06-27 0:00:00,2024-06-27 0:00:00,4.81267,-75.7395,4416,https://en.wikipedia.org/wiki/Mateca%C3%B1a_International_Airport
5932,ZBAA,PEK,Beijing Capital International Airport,large_airport,4912,36,1,http://en.bcia.com.cn/,2024-06-27 0:00:00,2024-06-27 0:00:00,40.08010101,116.5849991,116,https://en.wikipedia.org/wiki/Beijing_Capital_International_Airport
5933,FXPG,PEL,Pelaneng Airport,small_airport,50631,98,2,,2024-06-27 0:00:00,2024-06-27 0:00:00,-29.088056,28.497222,7200,https://en.wikipedia.org/wiki/Pelaneng_Airport
